rtm_id,source_family,section_hint,proposed_role,parent_candidates,dependency_type,lifecycle_gate,evidence_class,evidence_object_id,source_reentry_status,star_S,star_T,star_A,star_R,review_action,confidence,rationale
RTM-546,SAT_OPERATING_PROCEDURES_CIS,4.13.3.4,VERIFICATION_CHILD,RTM-499,VERIFIES,L6_SAT,B,EO-RTM-546-SAT-CIS,SOURCE_BOUND_W116,PASS,PASS_L6,PASS,REVIEW_SAFE_EQUIVALENT_METHOD,KEEP_INSTALLED_PROCEDURE_AND_CONTROL_BEHAVIOUR_PROOF,HIGH,Source-bound SAT operating-procedure and control-system behaviour verification family.
RTM-547,SAT_OPERATING_PROCEDURES_CIS,4.13.3.4,VERIFICATION_CHILD,RTM-499,VERIFIES,L6_SAT,B,EO-RTM-547-SAT-CIS,SOURCE_BOUND_W116,PASS,PASS_L6,PASS,REVIEW_SAFE_EQUIVALENT_METHOD,KEEP_INSTALLED_PROCEDURE_AND_CONTROL_BEHAVIOUR_PROOF,HIGH,Source-bound SAT operating-procedure and control-system behaviour verification family.
RTM-548,SAT_OPERATING_PROCEDURES_CIS,4.13.3.4,VERIFICATION_CHILD,RTM-499,VERIFIES,L6_SAT,B,EO-RTM-548-SAT-CIS,SOURCE_BOUND_W116,PASS,PASS_L6,PASS,REVIEW_SAFE_EQUIVALENT_METHOD,KEEP_INSTALLED_PROCEDURE_AND_CONTROL_BEHAVIOUR_PROOF,HIGH,Source-bound SAT operating-procedure and control-system behaviour verification family.
RTM-549,SAT_OPERATING_PROCEDURES_CIS,4.13.3.4,VERIFICATION_CHILD,RTM-499,VERIFIES,L6_SAT,B,EO-RTM-549-SAT-CIS,SOURCE_BOUND_W116,PASS,PASS_L6,PASS,REVIEW_SAFE_EQUIVALENT_METHOD,KEEP_INSTALLED_PROCEDURE_AND_CONTROL_BEHAVIOUR_PROOF,HIGH,Source-bound SAT operating-procedure and control-system behaviour verification family.
RTM-550,SAT_OPERATING_PROCEDURES_CIS,4.13.3.5,VERIFICATION_CHILD,RTM-499,VERIFIES,L6_SAT,B,EO-RTM-550-SAT-CIS,SOURCE_BOUND_W116,PASS,PASS_L6,PASS,REVIEW_SAFE_EQUIVALENT_METHOD,KEEP_INSTALLED_PROCEDURE_AND_CONTROL_BEHAVIOUR_PROOF,HIGH,Source-bound SAT operating-procedure and control-system behaviour verification family.
RTM-551,SAT_OPERATING_PROCEDURES_CIS,4.13.3.5,VERIFICATION_CHILD,RTM-499,VERIFIES,L6_SAT,B,EO-RTM-551-SAT-CIS,SOURCE_BOUND_W116,PASS,PASS_L6,PASS,REVIEW_SAFE_EQUIVALENT_METHOD,KEEP_INSTALLED_PROCEDURE_AND_CONTROL_BEHAVIOUR_PROOF,HIGH,Source-bound SAT operating-procedure and control-system behaviour verification family.
RTM-552,SAT_OPERATING_PROCEDURES_CIS,4.13.3.5,VERIFICATION_CHILD,RTM-499,VERIFIES,L6_SAT,B,EO-RTM-552-SAT-CIS,SOURCE_BOUND_W116,PASS,PASS_L6,PASS,REVIEW_SAFE_EQUIVALENT_METHOD,KEEP_INSTALLED_PROCEDURE_AND_CONTROL_BEHAVIOUR_PROOF,HIGH,Source-bound SAT operating-procedure and control-system behaviour verification family.
RTM-553,SAT_OPERATING_PROCEDURES_CIS,4.13.3.5,VERIFICATION_CHILD,RTM-499,VERIFIES,L6_SAT,B,EO-RTM-553-SAT-CIS,SOURCE_BOUND_W116,PASS,PASS_L6,PASS,REVIEW_SAFE_EQUIVALENT_METHOD,KEEP_INSTALLED_PROCEDURE_AND_CONTROL_BEHAVIOUR_PROOF,HIGH,Source-bound SAT operating-procedure and control-system behaviour verification family.
RTM-554,SAT_OPERATING_PROCEDURES_CIS,4.13.3.5,VERIFICATION_CHILD,RTM-499,VERIFIES,L6_SAT,B,EO-RTM-554-SAT-CIS,SOURCE_BOUND_W116,PASS,PASS_L6,PASS,REVIEW_SAFE_EQUIVALENT_METHOD,KEEP_INSTALLED_PROCEDURE_AND_CONTROL_BEHAVIOUR_PROOF,HIGH,Source-bound SAT operating-procedure and control-system behaviour verification family.
RTM-555,SAT_OPERATING_PROCEDURES_CIS,4.13.3.5,VERIFICATION_CHILD,RTM-499,VERIFIES,L6_SAT,B,EO-RTM-555-SAT-CIS,SOURCE_BOUND_W116,PASS,PASS_L6,PASS,REVIEW_SAFE_EQUIVALENT_METHOD,KEEP_INSTALLED_PROCEDURE_AND_CONTROL_BEHAVIOUR_PROOF,HIGH,Source-bound SAT operating-procedure and control-system behaviour verification family.
RTM-556,SAT_OPERATING_PROCEDURES_CIS,4.13.3.5,VERIFICATION_CHILD,RTM-499,VERIFIES,L6_SAT,B,EO-RTM-556-SAT-CIS,SOURCE_BOUND_W116,PASS,PASS_L6,PASS,REVIEW_SAFE_EQUIVALENT_METHOD,KEEP_INSTALLED_PROCEDURE_AND_CONTROL_BEHAVIOUR_PROOF,HIGH,Source-bound SAT operating-procedure and control-system behaviour verification family.
